0,-nan(ind)
1.17121e-09,-nan(ind)
9.36971e-09,-nan(ind)
3.16228e-08,-nan(ind)
7.49577e-08,-nan(ind)
1.46402e-07,-nan(ind)
2.52982e-07,-nan(ind)
4.01726e-07,-nan(ind)
5.99661e-07,-nan(ind)
8.53815e-07,-nan(ind)
1.17121e-06,-nan(ind)
1.55889e-06,-nan(ind)
2.02386e-06,-nan(ind)
2.57316e-06,-nan(ind)
3.21381e-06,-nan(ind)
3.95285e-06,-nan(ind)
4.79729e-06,-nan(ind)
5.75417e-06,-nan(ind)
6.83052e-06,-nan(ind)
8.03335e-06,-nan(ind)
9.3697e-06,-nan(ind)
1.08466e-05,-nan(ind)
1.24711e-05,-nan(ind)
1.42501e-05,-nan(ind)
1.61908e-05,-nan(ind)
1.83002e-05,-nan(ind)
2.05852e-05,-nan(ind)
2.3053e-05,-nan(ind)
2.57104e-05,-nan(ind)
2.85647e-05,-nan(ind)
3.16227e-05,-nan(ind)
3.48916e-05,-nan(ind)
3.83783e-05,-nan(ind)
4.20898e-05,-nan(ind)
4.60333e-05,-nan(ind)
5.02157e-05,-nan(ind)
5.4644e-05,-nan(ind)
5.93253e-05,-nan(ind)
6.42667e-05,-nan(ind)
6.9475e-05,-nan(ind)
7.49575e-05,-nan(ind)
8.0721e-05,-nan(ind)
8.67726e-05,-nan(ind)
9.31194e-05,-nan(ind)
9.97683e-05,-nan(ind)
0.000106726,-nan(ind)
0.000114001,-nan(ind)
0.000121598,-nan(ind)
0.000129526,-nan(ind)
0.000137791,-nan(ind)
0.000146401,-nan(ind)
0.000155362,-nan(ind)
0.000164681,-nan(ind)
0.000174366,-nan(ind)
0.000184423,-nan(ind)
0.00019486,-nan(ind)
0.000205683,-nan(ind)
0.000216899,-nan(ind)
0.000228516,-nan(ind)
0.000240541,-nan(ind)
0.00025298,-nan(ind)
0.000265841,-nan(ind)
0.000279131,-nan(ind)
0.000292856,-nan(ind)
0.000307024,-nan(ind)
0.000321642,-nan(ind)
0.000336716,-nan(ind)
0.000352255,-nan(ind)
0.000368264,-nan(ind)
0.000384751,-nan(ind)
0.000401722,-nan(ind)
0.000419186,-nan(ind)
0.000437149,-nan(ind)
0.000455617,-nan(ind)
0.000474599,-nan(ind)
0.0004941,-nan(ind)
0.000514129,-nan(ind)
0.000534691,-nan(ind)
0.000555795,-nan(ind)
0.000577447,-nan(ind)
0.000599654,-nan(ind)
0.000622423,-nan(ind)
0.000645761,-nan(ind)
0.000669676,-nan(ind)
0.000694173,-nan(ind)
0.000719261,-nan(ind)
0.000744947,-nan(ind)
0.000771236,-nan(ind)
0.000798137,-nan(ind)
0.000825656,-nan(ind)
0.000853801,-nan(ind)
0.000882578,-nan(ind)
0.000911995,-nan(ind)
0.000942058,-nan(ind)
0.000972774,-nan(ind)
0.00100415,-nan(ind)
0.0010362,-nan(ind)
0.00106892,-nan(ind)
0.00110232,-nan(ind)
0.00113641,-nan(ind)
0.00117119,-nan(ind)
0.00120668,-nan(ind)
0.00124288,-nan(ind)
0.00127979,-nan(ind)
0.00131743,-nan(ind)
0.0013558,-nan(ind)
0.0013949,-nan(ind)
0.00143475,-nan(ind)
0.00147536,-nan(ind)
0.00151672,-nan(ind)
0.00155885,-nan(ind)
0.00160175,-nan(ind)
0.00164543,-nan(ind)
0.0016899,-nan(ind)
0.00173516,-nan(ind)
0.00178122,-nan(ind)
0.00182809,-nan(ind)
0.00187578,-nan(ind)
0.00192429,-nan(ind)
0.00197363,-nan(ind)
0.0020238,-nan(ind)
0.00207482,-nan(ind)
0.00212668,-nan(ind)
0.00217941,-nan(ind)
0.002233,-nan(ind)
0.00228746,-nan(ind)
0.00234279,-nan(ind)
0.00239902,-nan(ind)
0.00245613,-nan(ind)
0.00251415,-nan(ind)
0.00257307,-nan(ind)
0.00263291,-nan(ind)
0.00269366,-nan(ind)
0.00275534,-nan(ind)
0.00281796,-nan(ind)
0.00288152,-nan(ind)
0.00294603,-nan(ind)
0.00301149,-nan(ind)
0.00307792,-nan(ind)
0.00314531,-nan(ind)
0.00321369,-nan(ind)
0.00328304,-nan(ind)
0.00335339,-nan(ind)
0.00342473,-nan(ind)
0.00349708,-nan(ind)
0.00357044,-nan(ind)
0.00364482,-nan(ind)
0.00372023,-nan(ind)
0.00379667,-nan(ind)
0.00387414,-nan(ind)
0.00395267,-nan(ind)
0.00403225,-nan(ind)
0.00411289,-nan(ind)
0.0041946,-nan(ind)
0.00427738,-nan(ind)
0.00436124,-nan(ind)
0.0044462,-nan(ind)
0.00453225,-nan(ind)
0.0046194,-nan(ind)
0.00470767,-nan(ind)
0.00479705,-nan(ind)
0.00488755,-nan(ind)
0.00497919,-nan(ind)
0.00507196,-nan(ind)
0.00516588,-nan(ind)
0.00526095,-nan(ind)
0.00535718,-nan(ind)
0.00545458,-nan(ind)
0.00555315,-nan(ind)
0.0056529,-nan(ind)
0.00575384,-nan(ind)
0.00585597,-nan(ind)
0.00595931,-nan(ind)
0.00606385,-nan(ind)
0.00616961,-nan(ind)
0.00627659,-nan(ind)
0.0063848,-nan(ind)
0.00649425,-nan(ind)
0.00660494,-nan(ind)
0.00671688,-nan(ind)
0.00683008,-nan(ind)
0.00694454,-nan(ind)
0.00706028,-nan(ind)
0.00717729,-nan(ind)
0.00729559,-nan(ind)
0.00741518,-nan(ind)
0.00753607,-nan(ind)
0.00765827,-nan(ind)
0.00778178,-nan(ind)
