-0,-0.919277,-0.924339,-0.97434
0.01,-0.905962,-0.911122,-0.961395
0.02,-0.892783,-0.897916,-0.948538
0.03,-0.87985,-0.884958,-0.936027
0.04,-0.867044,-0.872236,-0.923594
0.05,-0.854469,-0.859632,-0.911484
0.06,-0.842011,-0.84725,-0.899444
0.07,-0.829669,-0.835081,-0.88759
0.08,-0.81764,-0.823015,-0.875916
0.09,-0.805617,-0.811053,-0.864524
0.1,-0.79389,-0.799384,-0.853187
0.11,-0.78226,-0.787807,-0.842011
0.12,-0.770636,-0.776322,-0.830991
0.13,-0.759374,-0.764928,-0.820221
0.14,-0.748198,-0.753797,-0.809494
0.15,-0.737107,-0.742833,-0.799003
0.16,-0.726265,-0.732028,-0.788552
0.17,-0.715499,-0.721298,-0.778324
0.18,-0.704889,-0.71072,-0.76813
0.19,-0.69435,-0.700289,-0.758236
0.2,-0.684035,-0.69,-0.748369
0.21,-0.673784,-0.679775,-0.7387
0.22,-0.663671,-0.669758,-0.729221
0.23,-0.653691,-0.659798,-0.719761
0.24,-0.64377,-0.650035,-0.710482
0.25,-0.634044,-0.640324,-0.701377
0.26,-0.624439,-0.630732,-0.692361
0.27,-0.614884,-0.621256,-0.683434
0.28,-0.605445,-0.611956,-0.674667
0.29,-0.596181,-0.602699,-0.665981
0.3,-0.586961,-0.593547,-0.657446
0.31,-0.577908,-0.58456,-0.648985
0.32,-0.568894,-0.575609,-0.640668
0.33,-0.55998,-0.566814,-0.632419
0.34,-0.55122,-0.558111,-0.624372
0.35,-0.542552,-0.549498,-0.616322
0.36,-0.533917,-0.540971,-0.608465
0.37,-0.525426,-0.532529,-0.600665
0.38,-0.51702,-0.524225,-0.592985
0.39,-0.508695,-0.515945,-0.585421
0.4,-0.500503,-0.507796,-0.577968
0.41,-0.492337,-0.499774,-0.570565
0.42,-0.484297,-0.491773,-0.563268
0.43,-0.476329,-0.483893,-0.556075
0.44,-0.468433,-0.476081,-0.548982
0.45,-0.460655,-0.468384,-0.541987
0.46,-0.452942,-0.460751,-0.535086
0.47,-0.445295,-0.45318,-0.528278
0.48,-0.437756,-0.445716,-0.521558
0.49,-0.430233,-0.438357,-0.514926
0.5,-0.42286,-0.431008,-0.508378
0.51,-0.415499,-0.423804,-0.501912
0.52,-0.408239,-0.416608,-0.495526
0.53,-0.401076,-0.409552,-0.489218
0.54,-0.393965,-0.402501,-0.482985
0.55,-0.386905,-0.395584,-0.476877
0.56,-0.379936,-0.388714,-0.47079
0.57,-0.373015,-0.381888,-0.464821
0.58,-0.366182,-0.375148,-0.45892
0.59,-0.359393,-0.368491,-0.453085
0.6,-0.352689,-0.361874,-0.447361
0.61,-0.346065,-0.355376,-0.441698
0.62,-0.339482,-0.348877,-0.436096
0.63,-0.332977,-0.342493,-0.430597
0.64,-0.326511,-0.336144,-0.425156
0.65,-0.320119,-0.329867,-0.419769
0.66,-0.313764,-0.323661,-0.414481
0.67,-0.307517,-0.317487,-0.409245
0.68,-0.301304,-0.311418,-0.404103
0.69,-0.295123,-0.305378,-0.39901
0.7,-0.289045,-0.299403,-0.393965
0.71,-0.282997,-0.293491,-0.389009
0.72,-0.27698,-0.287606,-0.38414
0.73,-0.271059,-0.281816,-0.379315
0.74,-0.265167,-0.276051,-0.374573
0.75,-0.259335,-0.270379,-0.369873
0.76,-0.253562,-0.264729,-0.365253
0.77,-0.247848,-0.259168,-0.360672
0.78,-0.242189,-0.253628,-0.35617
0.79,-0.236555,-0.248142,-0.351743
0.8,-0.231006,-0.24274,-0.347352
0.81,-0.225479,-0.237356,-0.343035
0.82,-0.220005,-0.232054,-0.33879
0.83,-0.214581,-0.226769,-0.334616
0.84,-0.209208,-0.221563,-0.330473
0.85,-0.203884,-0.216373,-0.326398
0.86,-0.198608,-0.211259,-0.322354
0.87,-0.19338,-0.20619,-0.318413
0.88,-0.188168,-0.201165,-0.314499
0.89,-0.183031,-0.196212,-0.31065
0.9,-0.177938,-0.191272,-0.306864
0.91,-0.172889,-0.186401,-0.303103
0.92,-0.167883,-0.181571,-0.299403
0.93,-0.162918,-0.17678,-0.295798
0.94,-0.157994,-0.172028,-0.292217
0.95,-0.153139,-0.167341,-0.288693
0.96,-0.148295,-0.162692,-0.285192
0.97,-0.14349,-0.158078,-0.281782
0.98,-0.13875,-0.153528,-0.278426
0.99,-0.134047,-0.149012,-0.275091
1,-0.12938,-0.14453,-0.271809
1.01,-0.124749,-0.140108,-0.268614
1.02,-0.120153,-0.135718,-0.265437
1.03,-0.115617,-0.131387,-0.262311
1.04,-0.111089,-0.127086,-0.259235
1.05,-0.10662,-0.122816,-0.256209
1.06,-0.102209,-0.118602,-0.253199
1.07,-0.0978042,-0.114417,-0.250271
1.08,-0.0934557,-0.110286,-0.24739
1.09,-0.0891375,-0.106183,-0.244556
1.1,-0.0848741,-0.102133,-0.241737
1.11,-0.0806152,-0.0981088,-0.238995
1.12,-0.0764342,-0.0941363,-0.236266
1.13,-0.0722567,-0.0902142,-0.233614
1.14,-0.0681312,-0.0863169,-0.230974
1.15,-0.0640327,-0.0824439,-0.22841
1.16,-0.0599846,-0.0786442,-0.225856
1.17,-0.0559624,-0.0748674,-0.223377
1.18,-0.0519658,-0.0711134,-0.220908
1.19,-0.0480176,-0.067406,-0.218481
1.2,-0.0441173,-0.0637444,-0.216095
1.21,-0.0402407,-0.0601279,-0.21378
1.22,-0.0363877,-0.0565321,-0.211474
1.23,-0.0325807,-0.0529803,-0.209208
1.24,-0.0287962,-0.0494718,-0.206981
1.25,-0.0250566,-0.0459827,-0.204793
1.26,-0.0213386,-0.0425592,-0.202644
1.27,-0.0176644,-0.039154,-0.200532
1.28,-0.0140333,-0.0357899,-0.198458
1.29,-0.0104224,-0.0324435,-0.196422
1.3,-0.0068536,-0.02916,-0.194422
1.31,-0.00330433,-0.0258933,-0.192458
1.32,0.000203911,-0.0226656,-0.190531
1.33,0.00369334,-0.0194765,-0.18861
1.34,0.00712118,-0.0163254,-0.186754
1.35,0.0105311,-0.0132119,-0.184904
1.36,0.0139234,-0.0101132,-0.183118
1.37,0.017277,-0.00707333,-0.181338
1.38,0.0205926,-0.00404763,-0.179621
1.39,0.0238706,-0.00107952,-0.177909
1.4,0.0271323,0.0018751,-0.176231
1.41,0.0303573,0.0047948,-0.174586
1.42,0.033546,0.00768,-0.172975
1.43,0.0366989,0.0105097,-0.171368
1.44,0.0398369,0.0133273,-0.169823
1.45,0.0429398,0.0161116,-0.168281
1.46,0.046008,0.018863,-0.166801
1.47,0.0490421,0.0215819,-0.165324
1.48,0.0520423,0.0242477,-0.163879
1.49,0.0550292,0.0269029,-0.162466
1.5,0.057983,0.0295266,-0.161056
1.51,0.0608842,0.0320985,-0.159706
