0,0,0
1,0.000281482,0.000281407
2,0.000563114,0.000562814
3,0.000844895,0.000844221
4,0.00112683,0.00112563
5,0.00140891,0.00140704
6,0.00169114,0.00168844
7,0.00197352,0.00196985
8,0.00225605,0.00225126
9,0.00253873,0.00253266
10,0.00282156,0.00281407
11,0.00310454,0.00309548
12,0.00338767,0.00337688
13,0.00367095,0.00365829
14,0.00395438,0.0039397
15,0.00423796,0.00422111
16,0.00452169,0.00450251
17,0.00480557,0.00478392
18,0.0050896,0.00506533
19,0.00537378,0.00534673
20,0.0056581,0.00562814
21,0.00594258,0.00590955
22,0.00622721,0.00619096
23,0.00651199,0.00647236
24,0.00679692,0.00675377
25,0.00708199,0.00703518
26,0.00736722,0.00731658
27,0.0076526,0.00759799
28,0.00793812,0.0078794
29,0.0082238,0.0081608
30,0.00850963,0.00844221
31,0.0087956,0.00872362
32,0.00908173,0.00900503
33,0.00936801,0.00928643
34,0.00965443,0.00956784
35,0.00994101,0.00984925
36,0.0102277,0.0101307
37,0.0105146,0.0104121
38,0.0108016,0.0106935
39,0.0110888,0.0109749
40,0.0113761,0.0112563
41,0.0116636,0.0115377
42,0.0119512,0.0118191
43,0.012239,0.0121005
44,0.0125269,0.0123819
45,0.012815,0.0126633
46,0.0131032,0.0129447
47,0.0133916,0.0132261
48,0.0136801,0.0135075
49,0.0139688,0.0137889
50,0.0142576,0.0140704
51,0.0145466,0.0143518
52,0.0148357,0.0146332
53,0.015125,0.0149146
54,0.0154144,0.015196
55,0.015704,0.0154774
56,0.0159937,0.0157588
57,0.0162836,0.0160402
58,0.0165736,0.0163216
59,0.0168638,0.016603
60,0.0171541,0.0168844
61,0.0174446,0.0171658
62,0.0177352,0.0174472
63,0.018026,0.0177286
64,0.0183169,0.0180101
65,0.0186079,0.0182915
66,0.0188992,0.0185729
67,0.0191905,0.0188543
68,0.0194821,0.0191357
69,0.0197737,0.0194171
70,0.0200655,0.0196985
71,0.0203575,0.0199799
72,0.0206496,0.0202613
73,0.0209419,0.0205427
74,0.0212343,0.0208241
75,0.0215269,0.0211055
76,0.0218196,0.0213869
77,0.0221125,0.0216683
78,0.0224055,0.0219498
79,0.0226987,0.0222312
80,0.022992,0.0225126
81,0.0232854,0.022794
82,0.0235791,0.0230754
83,0.0238728,0.0233568
84,0.0241667,0.0236382
85,0.0244608,0.0239196
86,0.024755,0.024201
87,0.0250494,0.0244824
88,0.0253439,0.0247638
89,0.0256386,0.0250452
90,0.0259334,0.0253266
91,0.0262283,0.025608
92,0.0265235,0.0258894
93,0.0268187,0.0261709
94,0.0271141,0.0264523
95,0.0274097,0.0267337
96,0.0277054,0.0270151
97,0.0280013,0.0272965
98,0.0282973,0.0275779
99,0.0285935,0.0278593
100,0.0288898,0.0281407
101,0.0291862,0.0284221
102,0.0294829,0.0287035
103,0.0297796,0.0289849
104,0.0300765,0.0292663
105,0.0303736,0.0295477
106,0.0306708,0.0298291
107,0.0309682,0.0301106
108,0.0312657,0.030392
109,0.0315633,0.0306734
110,0.0318612,0.0309548
111,0.0321591,0.0312362
112,0.0324572,0.0315176
113,0.0327555,0.031799
114,0.0330539,0.0320804
115,0.0333525,0.0323618
116,0.0336512,0.0326432
117,0.03395,0.0329246
118,0.034249,0.033206
119,0.0345482,0.0334874
120,0.0348475,0.0337688
121,0.035147,0.0340503
122,0.0354466,0.0343317
123,0.0357463,0.0346131
124,0.0360462,0.0348945
125,0.0363463,0.0351759
126,0.0366465,0.0354573
127,0.0369469,0.0357387
128,0.0372474,0.0360201
129,0.037548,0.0363015
130,0.0378488,0.0365829
131,0.0381498,0.0368643
132,0.0384509,0.0371457
133,0.0387522,0.0374271
134,0.0390536,0.0377085
135,0.0393551,0.03799
136,0.0396568,0.0382714
137,0.0399587,0.0385528
138,0.0402607,0.0388342
139,0.0405629,0.0391156
140,0.0408652,0.039397
141,0.0411676,0.0396784
142,0.0414702,0.0399598
143,0.041773,0.0402412
144,0.0420759,0.0405226
145,0.0423789,0.040804
146,0.0426821,0.0410854
147,0.0429855,0.0413668
148,0.043289,0.0416482
149,0.0435927,0.0419297
150,0.0438965,0.0422111
151,0.0442004,0.0424925
152,0.0445045,0.0427739
153,0.0448088,0.0430553
154,0.0451132,0.0433367
155,0.0454177,0.0436181
156,0.0457224,0.0438995
157,0.0460273,0.0441809
158,0.0463323,0.0444623
159,0.0466374,0.0447437
160,0.0469428,0.0450251
161,0.0472482,0.0453065
162,0.0475538,0.0455879
163,0.0478596,0.0458694
164,0.0481655,0.0461508
165,0.0484715,0.0464322
166,0.0487777,0.0467136
167,0.0490841,0.046995
168,0.0493906,0.0472764
169,0.0496972,0.0475578
170,0.050004,0.0478392
171,0.050311,0.0481206
172,0.0506181,0.048402
173,0.0509253,0.0486834
174,0.0512327,0.0489648
175,0.0515403,0.0492462
176,0.051848,0.0495276
177,0.0521558,0.049809
178,0.0524638,0.0500905
179,0.052772,0.0503719
180,0.0530803,0.0506533
181,0.0533887,0.0509347
182,0.0536973,0.0512161
183,0.0540061,0.0514975
184,0.054315,0.0517789
185,0.054624,0.0520603
186,0.0549332,0.0523417
187,0.0552425,0.0526231
188,0.055552,0.0529045
189,0.0558617,0.0531859
190,0.0561715,0.0534673
191,0.0564814,0.0537487
192,0.0567915,0.0540302
193,0.0571018,0.0543116
194,0.0574122,0.054593
195,0.0577227,0.0548744
196,0.0580334,0.0551558
197,0.0583443,0.0554372
198,0.0586553,0.0557186
199,0.0589664,0.056
200,0.0592777,0.0562814
201,0.0595891,0.0565628
202,0.0599007,0.0568442
203,0.0602125,0.0571256
204,0.0605244,0.057407
205,0.0608364,0.0576884
206,0.0611486,0.0579699
207,0.061461,0.0582513
208,0.0617734,0.0585327
209,0.0620861,0.0588141
210,0.0623989,0.0590955
211,0.0627118,0.0593769
212,0.0630249,0.0596583
213,0.0633382,0.0599397
214,0.0636516,0.0602211
215,0.0639651,0.0605025
216,0.0642788,0.0607839
