-3,4391.72
-2.99,4391.58
-2.98,4391.73
-2.97,4392.17
-2.96,4385.66
-2.95,4386.72
-2.94,4388.05
-2.93,4382.64
-2.92,4384.56
-2.91,4379.87
-2.9,4382.35
-2.89,4378.35
-2.88,4381.38
-2.87,4378.04
-2.86,4375.06
-2.85,4372.43
-2.84,4376.53
-2.83,4374.51
-2.82,4372.82
-2.81,4371.45
-2.8,4370.39
-2.79,4363.58
-2.78,4363.2
-2.77,4363.12
-2.76,4363.32
-2.75,4357.99
-2.74,4358.81
-2.73,4359.91
-2.72,4355.62
-2.71,4351.71
-2.7,4353.7
-2.69,4350.46
-2.68,4347.57
-2.67,4345.03
-2.66,4348.13
-2.65,4346.2
-2.64,4344.6
-2.63,4343.32
-2.62,4337.26
-2.61,4336.65
-2.6,4336.33
-2.59,4336.31
-2.58,4331.7
-2.57,4332.29
-2.56,4328.37
-2.55,4324.83
-2.54,4326.31
-2.53,4323.43
-2.52,4320.88
-2.51,4318.68
-2.5,4316.8
-2.49,4315.24
-2.48,4314
-2.47,4313.07
-2.46,4308.14
-2.45,4307.86
-2.44,4303.65
-2.43,4303.97
-2.42,4300.45
-2.41,4297.29
-2.4,4294.47
-2.39,4295.99
-2.38,4293.8
-2.37,4288.03
-2.36,4286.53
-2.35,4285.35
-2.34,4284.47
-2.33,4280.14
-2.32,4279.89
-2.31,4276.26
-2.3,4272.98
-2.29,4270.05
-2.28,4267.46
-2.27,4265.2
-2.26,4263.28
-2.25,4261.67
-2.24,4256.96
-2.23,4256.01
-2.22,4252.02
-2.21,4251.69
-2.2,4248.38
-2.19,4245.41
-2.18,4242.79
-2.17,4240.5
-2.16,4235.4
-2.15,4233.79
-2.14,4232.49
-2.13,4228.46
-2.12,4224.79
-2.11,4221.47
-2.1,4218.5
-2.09,4215.87
-2.08,4213.57
-2.07,4208.75
-2.06,4207.12
-2.05,4203.02
-2.04,4199.28
-2.03,4198.62
-2.02,4192.85
-2.01,4190.15
-2,4187.77
-1.99,4183.12
-1.98,4181.41
-1.97,4177.46
-1.96,4173.87
-1.95,4170.63
-1.94,4167.72
-1.93,4162.71
-1.92,4160.49
-1.91,4156.2
-1.9,4152.27
-1.89,4148.69
-1.88,4145.46
-1.87,4140.28
-1.86,4137.75
-1.85,4133.3
-1.84,4129.21
-1.83,4125.48
-1.82,4119.92
-1.81,4116.9
-1.8,4112.1
-1.79,4107.66
-1.78,4103.58
-1.77,4099.86
-1.76,4094.46
-1.75,4091.44
-1.74,4086.77
-1.73,4082.47
-1.72,4076.58
-1.71,4073
-1.7,4067.87
-1.69,4063.11
-1.68,4058.72
-1.67,4054.68
-1.66,4049.18
-1.65,4044.06
-1.64,4039.32
-1.63,4033.18
-1.62,4029.17
-1.61,4023.79
-1.6,4018.8
-1.59,4012.49
-1.58,4008.23
-1.57,4002.69
-1.56,3997.53
-1.55,3991.13
-1.54,3985.13
-1.53,3979.52
-1.52,3974.29
-1.51,3967.9
-1.5,3961.9
-1.49,3956.29
-1.48,3951.06
-1.47,3944.73
-1.46,3938.8
-1.45,3931.82
-1.44,3925.24
-1.43,3919.07
-1.42,3913.28
-1.41,3906.5
-1.4,3900.13
-1.39,3892.81
-1.38,3885.91
-1.37,3879.4
-1.36,3872.01
-1.35,3865.02
-1.34,3858.44
-1.33,3851.01
-1.32,3843.99
-1.31,3836.16
-1.3,3828.74
-1.29,3821.74
-1.28,3813.97
-1.27,3805.46
-1.26,3798.52
-1.25,3789.73
-1.24,3782.49
-1.23,3773.44
-1.22,3765.94
-1.21,3756.68
-1.2,3748.94
-1.19,3740.56
-1.18,3731.57
-1.17,3723.03
-1.16,3713.9
-1.15,3704.21
-1.14,3694.98
-1.13,3686.19
-1.12,3676.88
-1.11,3667.06
-1.1,3657.7
-1.09,3647.85
-1.08,3637.55
-1.07,3627.71
-1.06,3617.44
-1.05,3607.63
-1.04,3597.4
-1.03,3586.78
-1.02,3575.79
-1.01,3564.43
-1,3553.57
-0.99,3542.37
-0.98,3531.65
-0.97,3519.82
-0.96,3508.48
-0.95,3496.86
-0.94,3484.21
-0.93,3472.82
-0.92,3460.44
-0.91,3447.83
-0.9,3435.02
-0.89,3422.01
-0.88,3409.53
-0.87,3396.17
-0.86,3382.66
-0.85,3369.01
-0.84,3355.24
-0.83,3341.35
-0.82,3327.36
-0.81,3313.28
-0.8,3298.5
-0.79,3283.66
-0.78,3268.78
-0.77,3253.86
-0.76,3237.74
-0.75,3222.22
-0.74,3206.14
-0.73,3190.09
-0.72,3173.53
-0.71,3157.03
-0.7,3140.06
-0.69,3122.64
-0.68,3105.34
-0.67,3087.65
-0.66,3069.58
-0.65,3051.67
-0.64,3032.93
-0.63,3013.9
-0.62,2995.08
-0.61,2975.53
-0.6,2955.76
-0.59,2935.8
-0.58,2915.21
-0.57,2894.48
-0.56,2873.2
-0.55,2851.84
-0.54,2829.99
-0.53,2807.7
-0.52,2784.99
-0.51,2761.92
-0.5,2738.52
-0.49,2714.81
-0.48,2690.47
-0.47,2665.53
-0.46,2640.43
-0.45,2614.82
-0.44,2588.43
-0.43,2561.98
-0.42,2534.85
-0.41,2507.09
-0.4,2478.78
-0.39,2449.97
-0.38,2420.73
-0.37,2390.51
-0.36,2359.99
-0.35,2328.65
-0.34,2296.87
-0.33,2264.17
-0.32,2230.92
-0.31,2196.95
-0.3,2162.1
-0.29,2126.48
-0.28,2089.98
-0.27,2052.49
-0.26,2014.15
-0.25,1975.1
-0.24,1934.83
-0.23,1893.34
-0.22,1851.02
-0.21,1807.47
-0.2,1762.55
-0.19,1716.51
-0.18,1668.92
-0.17,1619.93
-0.16,1569.4
-0.15,1517.09
-0.14,1462.87
-0.13,1406.69
-0.12,1348.46
-0.11,1287.72
-0.1,1224.47
-0.09,1158.2
-0.08,1088.65
-0.07,1015.25
-0.06,937.488
-0.05,854.49
-0.04,765.037
-0.03,667.434
-0.02,558.605
-0.01,432.941
